GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESJ001
"G550087013600","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Center town","13600","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000092359","0000000000","Center town","A","+44370417","-088440725","43",3.23
"G550087014750","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Cicero town","14750","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000091896","0000000019","Cicero town","A","+44548479","-088433288","43",3.24
"G550087016500","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Combined Locks village","16500","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000003125","0000000486","Combined Locks village","F","+44268700","-088310867","47",2.99
"G550087018525","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Dale town","18525","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000078839","0000000075","Dale town","A","+44277136","-088679346","43",3.10
"G550087019200","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Deer Creek town","19200","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000091921","0000000053","Deer Creek town","A","+44538346","-088668705","43",3.08
"G550087023425","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Ellington town","23425","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000090300","0000000425","Ellington town","A","+44370414","-088558463","43",3.20
"G550087027650","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Freedom town","27650","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000092612","0000000000","Freedom town","A","+44374761","-088311614","43",3.15
"G550087030075","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Grand Chute town","30075","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000071136","0000000314","Grand Chute town","A","+44294939","-088436719","43",2.59
"G550087031550","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Greenville town","31550","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000092718","0000000040","Greenville town","A","+44287700","-088558352","43",3.04
"G550087035825","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Hortonia town","35825","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000050252","0000000596","Hortonia town","A","+44346176","-088682745","43",2.89
"G550087035850","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Hortonville village","35850","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000006790","0000000174","Hortonville village","F","+44338787","-088632860","47",2.90
"G550087038800","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Kaukauna city","38800","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000012193","0000001017","Kaukauna city","F","+44278967","-088268384","25",2.71
"G550087038825","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Kaukauna town","38825","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000046627","0000000789","Kaukauna town","A","+44350000","-088221503","43",3.38
"G550087039650","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Kimberly village","39650","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000004424","0000000392","Kimberly village","F","+44270032","-088340681","47",2.65
"G550087043875","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Liberty town","43875","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000078910","0000000332","Liberty town","A","+44415917","-088654025","43",3.25
"G550087044950","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Little Chute village","44950","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000009093","0000000816","Little Chute village","F","+44285750","-088313499","47",2.88
"G550087048250","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Maine town","48250","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000094855","0000002036","Maine town","A","+44545688","-088554227","43",3.05
"G550087048775","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Maple Creek town","48775","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000057516","0000000348","Maple Creek town","A","+44462877","-088696304","43",3.26
"G550087056925","1990","WI",,,,,,,,,,,,"99","Outagamie","087","New London city","56925","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000004803","0000000054","New London city","F","+44392051","-088729054","25",2.39
"G550087057375","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Nichols village","57375","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000002237","0000000000","Nichols village","F","+44565451","-088467079","47",2.89
"G550087060000","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Oneida town","60000","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000157567","0000000025","Oneida town","A","+44472450","-088242383","43",3.39
"G550087060400","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Osborn town","60400","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000043861","0000000019","Osborn town","A","+44455757","-088340226","43",3.17
"G550087072725","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Seymour city","72725","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000006453","0000000009","Seymour city","F","+44514479","-088327370","25",2.61
"G550087072750","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Seymour town","72750","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000079000","0000000038","Seymour town","A","+44543691","-088313573","43",3.46
"G550087073625","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Shiocton village","73625","C5","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000004177","0000000013","Shiocton village","F","+44445232","-088576502","47",2.56
"G550087082400","1990","WI",,,,,,,,,,,,"99","Outagamie","087","Vandenbroek town","82400","T1","3","0460",,,,"9999","2","Wisconsin","55",,,,"0000026249","0000000000","Vandenbroek town","A","+44311850","-088297949","43",3.23
"G550089005450","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Bayside village","05450","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000000230","0000000000","Bayside village","F","+43192867","-087896380","47",2.84
"G550089006150","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Belgium village","06150","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000002624","0000000000","Belgium village","F","+43500584","-087850286","47",2.72
"G550089006175","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Belgium town","06175","T1","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000093686","0000002758","Belgium town","A","+43494147","-087859022","43",2.90
"G550089013375","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Cedarburg city","13375","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000009243","0000000091","Cedarburg city","F","+43296645","-087988248","25",2.53
"G550089013400","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Cedarburg town","13400","T1","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000067192","0000000635","Cedarburg town","A","+43324592","-088016177","43",3.14
"G550089027550","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Fredonia village","27550","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000003694","0000000000","Fredonia village","F","+43468472","-087951740","47",3.09
"G550089027575","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Fredonia town","27575","T1","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000089778","0000000780","Fredonia town","A","+43491297","-087985309","43",3.19
"G550089030000","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Grafton village","30000","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000007442","0000000092","Grafton village","F","+43318633","-087954632","47",2.74
"G550089030025","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Grafton town","30025","T1","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000053763","0000004140","Grafton town","A","+43325536","-087923043","43",2.85
"G550089051150","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Mequon city","51150","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000119622","0000001644","Mequon city","F","+43235883","-087989257","25",2.89
"G550089056450","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Newburg village","56450","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000000215","0000000000","Newburg village","F","+43431560","-088034406","47",2.75
"G550089064450","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Port Washington city","64450","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000009049","0000000000","Port Washington city","F","+43393685","-087879925","25",2.67
"G550089064475","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Port Washington town","64475","T1","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000049102","0000006629","Port Washington town","A","+43418821","-087873173","43",3.01
"G550089071700","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Saukville village","71700","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000006221","0000000117","Saukville village","F","+43383808","-087941427","47",2.95
"G550089071725","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Saukville town","71725","T1","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000086085","0000001756","Saukville town","A","+43408696","-087988041","43",2.97
"G550089079475","1990","WI",,,,,,,,,,,,"63","Ozaukee","089","Thiensville village","79475","C5","3","5082",,,,"5080","2","Wisconsin","55",,,,"0000002838","0000000024","Thiensville village","F","+43236800","-087979863","47",2.39
