GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESJ001
"G550025014650","1990","WI",,,,,,,,,,,,"99","Dane","025","Christiana town","14650","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000092015","0000000364","Christiana town","A","+42980894","-089067544","43",2.93
"G550025017175","1990","WI",,,,,,,,,,,,"99","Dane","025","Cottage Grove village","17175","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000002388","0000000000","Cottage Grove village","F","+43085040","-089202328","47",2.90
"G550025017200","1990","WI",,,,,,,,,,,,"99","Dane","025","Cottage Grove town","17200","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000089668","0000000000","Cottage Grove town","A","+43065077","-089188973","43",3.11
"G550025017775","1990","WI",,,,,,,,,,,,"99","Dane","025","Cross Plains village","17775","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000002525","0000000000","Cross Plains village","F","+43113922","-089646178","47",2.76
"G550025017800","1990","WI",,,,,,,,,,,,"99","Dane","025","Cross Plains town","17800","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000091999","0000000090","Cross Plains town","A","+43082518","-089665789","43",2.91
"G550025018700","1990","WI",,,,,,,,,,,,"99","Dane","025","Dane village","18700","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000002587","0000000000","Dane village","F","+43250372","-089500408","47",3.00
"G550025018725","1990","WI",,,,,,,,,,,,"99","Dane","025","Dane town","18725","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000091251","0000000036","Dane town","A","+43254563","-089550063","43",3.16
"G550025019250","1990","WI",,,,,,,,,,,,"99","Dane","025","Deerfield village","19250","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000002929","0000000000","Deerfield village","F","+43051429","-089074276","47",2.75
"G550025019275","1990","WI",,,,,,,,,,,,"99","Dane","025","Deerfield town","19275","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000088913","0000000394","Deerfield town","A","+43066819","-089073962","43",3.07
"G550025019350","1990","WI",,,,,,,,,,,,"99","Dane","025","De Forest village","19350","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000006181","0000000076","De Forest village","F","+43245760","-089345753","47",2.83
"G550025021100","1990","WI",,,,,,,,,,,,"99","Dane","025","Dunkirk town","21100","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000084821","0000001098","Dunkirk town","A","+42881389","-089189982","43",2.89
"G550025021125","1990","WI",,,,,,,,,,,,"99","Dane","025","Dunn town","21125","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000074275","0000014962","Dunn town","A","+42972205","-089304752","43",2.73
"G550025025950","1990","WI",,,,,,,,,,,,"99","Dane","025","Fitchburg city","25950","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000090459","0000000111","Fitchburg city","F","+42986000","-089425142","25",2.36
"G550025046850","1990","WI",,,,,,,,,,,,"99","Dane","025","McFarland village","46850","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000008021","0000000000","McFarland village","F","+43018850","-089293863","47",2.83
"G550025048000","1990","WI",,,,,,,,,,,,"99","Dane","025","Madison city","48000","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000149600","0000041493","Madison city","F","+43079800","-089387519","25",2.30
"G550025048025","1990","WI",,,,,,,,,,,,"99","Dane","025","Madison town","48025","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000008480","0000001316","Madison town","A","+43044050","-089409547","43",2.07
"G550025048750","1990","WI",,,,,,,,,,,,"99","Dane","025","Maple Bluff village","48750","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000001805","0000000000","Maple Bluff village","F","+43109807","-089369435","47",2.48
"G550025049575","1990","WI",,,,,,,,,,,,"99","Dane","025","Marshall village","49575","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000003956","0000000174","Marshall village","F","+43172540","-089064060","47",2.57
"G550025050225","1990","WI",,,,,,,,,,,,"99","Dane","025","Mazomanie village","50225","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000002654","0000000021","Mazomanie village","F","+43174396","-089794837","47",2.71
"G550025050250","1990","WI",,,,,,,,,,,,"99","Dane","025","Mazomanie town","50250","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000079010","0000002171","Mazomanie town","A","+43202987","-089773136","43",2.75
"G550025050475","1990","WI",,,,,,,,,,,,"99","Dane","025","Medina town","50475","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000087346","0000000765","Medina town","A","+43142588","-089066526","43",3.01
"G550025051575","1990","WI",,,,,,,,,,,,"99","Dane","025","Middleton city","51575","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000016694","0000000040","Middleton city","F","+43102867","-089506333","25",2.32
"G550025051600","1990","WI",,,,,,,,,,,,"99","Dane","025","Middleton town","51600","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000058270","0000000000","Middleton town","A","+43078384","-089556321","43",3.17
"G550025053675","1990","WI",,,,,,,,,,,,"99","Dane","025","Monona city","53675","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000008617","0000000153","Monona city","F","+43054400","-089333201","25",2.30
"G550025054100","1990","WI",,,,,,,,,,,,"99","Dane","025","Montrose town","54100","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000089170","0000000605","Montrose town","A","+42901752","-089546811","43",2.85
"G550025054725","1990","WI",,,,,,,,,,,,"99","Dane","025","Mount Horeb village","54725","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000005754","0000000000","Mount Horeb village","F","+43009062","-089733630","47",2.53
"G550025060200","1990","WI",,,,,,,,,,,,"99","Dane","025","Oregon village","60200","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000006906","0000000000","Oregon village","F","+42926280","-089382149","47",2.71
"G550025060225","1990","WI",,,,,,,,,,,,"99","Dane","025","Oregon town","60225","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000084283","0000000339","Oregon town","A","+42900497","-089429043","43",3.10
"G550025062050","1990","WI",,,,,,,,,,,,"99","Dane","025","Perry town","62050","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000093604","0000000000","Perry town","A","+42898241","-089777645","43",3.06
"G550025063375","1990","WI",,,,,,,,,,,,"99","Dane","025","Pleasant Springs town","63375","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000086768","0000005774","Pleasant Springs town","A","+42971880","-089190204","43",2.89
"G550025065575","1990","WI",,,,,,,,,,,,"99","Dane","025","Primrose town","65575","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000092821","0000000000","Primrose town","A","+42907752","-089667626","43",2.89
"G550025068725","1990","WI",,,,,,,,,,,,"99","Dane","025","Rockdale village","68725","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000000605","0000000023","Rockdale village","F","+42972464","-089032627","47",2.61
"G550025069850","1990","WI",,,,,,,,,,,,"99","Dane","025","Roxbury town","69850","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000089612","0000003397","Roxbury town","A","+43246575","-089657979","43",2.97
"G550025070400","1990","WI",,,,,,,,,,,,"99","Dane","025","Rutland town","70400","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000091516","0000000354","Rutland town","A","+42894992","-089310640","43",2.92
"G550025073750","1990","WI",,,,,,,,,,,,"99","Dane","025","Shorewood Hills village","73750","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000002090","0000000000","Shorewood Hills village","F","+43077733","-089446482","47",2.54
"G550025075850","1990","WI",,,,,,,,,,,,"99","Dane","025","Springdale town","75850","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000092679","0000000000","Springdale town","A","+42997744","-089664442","43",2.86
"G550025075875","1990","WI",,,,,,,,,,,,"99","Dane","025","Springfield town","75875","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000093862","0000000461","Springfield town","A","+43162084","-089544844","43",3.01
"G550025077675","1990","WI",,,,,,,,,,,,"99","Dane","025","Stoughton city","77675","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000007750","0000000335","Stoughton city","F","+42921056","-089222764","25",2.55
"G550025078600","1990","WI",,,,,,,,,,,,"99","Dane","025","Sun Prairie city","78600","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000018209","0000000000","Sun Prairie city","F","+43183680","-089232338","25",2.72
"G550025078625","1990","WI",,,,,,,,,,,,"99","Dane","025","Sun Prairie town","78625","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000081857","0000000000","Sun Prairie town","A","+43156368","-089177404","43",2.93
"G550025082525","1990","WI",,,,,,,,,,,,"99","Dane","025","Vermont town","82525","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000092660","0000000000","Vermont town","A","+43072199","-089785568","43",2.83
"G550025082600","1990","WI",,,,,,,,,,,,"99","Dane","025","Verona city","82600","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000005098","0000000000","Verona city","F","+42988848","-089535427","25",2.77
"G550025082625","1990","WI",,,,,,,,,,,,"99","Dane","025","Verona town","82625","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000084004","0000000101","Verona town","A","+42987936","-089546969","43",2.86
"G550025082750","1990","WI",,,,,,,,,,,,"99","Dane","025","Vienna town","82750","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000092883","0000000050","Vienna town","A","+43244604","-089428846","43",3.20
"G550025084350","1990","WI",,,,,,,,,,,,"99","Dane","025","Waunakee village","84350","C5","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000006665","0000000000","Waunakee village","F","+43186616","-089452039","47",2.88
"G550025086125","1990","WI",,,,,,,,,,,,"99","Dane","025","Westport town","86125","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000067262","0000013001","Westport town","A","+43159192","-089425768","43",2.75
"G550025087750","1990","WI",,,,,,,,,,,,"99","Dane","025","Windsor town","87750","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000085322","0000000327","Windsor town","A","+43229288","-089301276","43",2.97
"G550025089450","1990","WI",,,,,,,,,,,,"99","Dane","025","York town","89450","T1","3","4720",,,,"9999","2","Wisconsin","55",,,,"0000092936","0000000054","York town","A","+43239682","-089066805","43",2.96
"G550027003200","1990","WI",,,,,,,,,,,,"99","Dodge","027","Ashippun town","03200","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092322","0000000221","Ashippun town","A","+43240315","-088474101","43",2.97
"G550027005900","1990","WI",,,,,,,,,,,,"99","Dodge","027","Beaver Dam city","05900","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000012322","0000003467","Beaver Dam city","F","+43464003","-088837164","25",2.42
"G550027005925","1990","WI",,,,,,,,,,,,"99","Dodge","027","Beaver Dam town","05925","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089959","0000007157","Beaver Dam town","A","+43442708","-088815773","43",2.71
"G550027010450","1990","WI",,,,,,,,,,,,"99","Dodge","027","Brownsville village","10450","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000639","0000000000","Brownsville village","F","+43615696","-088491344","47",2.79
"G550027011275","1990","WI",,,,,,,,,,,,"99","Dodge","027","Burnett town","11275","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093742","0000000690","Burnett town","A","+43503703","-088703411","43",2.81
"G550027011850","1990","WI",,,,,,,,,,,,"99","Dodge","027","Calamus town","11850","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093462","0000001216","Calamus town","A","+43407983","-088953344","43",2.87
"G550027014300","1990","WI",,,,,,,,,,,,"99","Dodge","027","Chester town","14300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087138","0000003159","Chester town","A","+43592112","-088705190","43",2.87
"G550027015900","1990","WI",,,,,,,,,,,,"99","Dodge","027","Clyman village","15900","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000578","0000000000","Clyman village","F","+43312056","-088719302","47",2.66
"G550027015925","1990","WI",,,,,,,,,,,,"99","Dodge","027","Clyman town","15925","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091738","0000000065","Clyman town","A","+43330109","-088715663","43",3.28
"G550027016450","1990","WI",,,,,,,,,,,,"99","Dodge","027","Columbus city","16450","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000118","0000000000","Columbus city","F","+43330371","-089008099","25",2.50
"G550027023000","1990","WI",,,,,,,,,,,,"99","Dodge","027","Elba town","23000","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091787","0000000129","Elba town","A","+43327908","-088950628","43",2.90
"G550027024000","1990","WI",,,,,,,,,,,,"99","Dodge","027","Emmet town","24000","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000083266","0000000000","Emmet town","A","+43239809","-088711247","43",3.20
"G550027027000","1990","WI",,,,,,,,,,,,"99","Dodge","027","Fox Lake city","27000","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003635","0000000271","Fox Lake city","F","+43563384","-088912607","25",2.51
"G550027027025","1990","WI",,,,,,,,,,,,"99","Dodge","027","Fox Lake town","27025","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000083561","0000015431","Fox Lake town","A","+43584582","-088942153","43",2.49
"G550027033000","1990","WI",,,,,,,,,,,,"99","Dodge","027","Hartford city","33000","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001386","0000000000","Hartford city","F","+43333233","-088423836","25",2.25
"G550027034000","1990","WI",,,,,,,,,,,,"99","Dodge","027","Herman town","34000","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094308","0000000000","Herman town","A","+43413181","-088457522","43",3.25
"G550027035750","1990","WI",,,,,,,,,,,,"99","Dodge","027","Horicon city","35750","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000008443","0000000102","Horicon city","F","+43444904","-088637058","25",2.70
"G550027036100","1990","WI",,,,,,,,,,,,"99","Dodge","027","Hubbard town","36100","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000082281","0000004207","Hubbard town","A","+43405592","-088585534","43",2.76
"G550027036625","1990","WI",,,,,,,,,,,,"99","Dodge","027","Hustisford village","36625","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001797","0000000252","Hustisford village","F","+43345541","-088603622","47",2.60
"G550027036650","1990","WI",,,,,,,,,,,,"99","Dodge","027","Hustisford town","36650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087680","0000003277","Hustisford town","A","+43329726","-088597533","43",3.15
"G550027037150","1990","WI",,,,,,,,,,,,"99","Dodge","027","Iron Ridge village","37150","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001844","0000000000","Iron Ridge village","F","+43397558","-088532063","47",2.89
"G550027038675","1990","WI",,,,,,,,,,,,"99","Dodge","027","Juneau city","38675","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003575","0000000000","Juneau city","F","+43406257","-088703296","25",2.47
"G550027038900","1990","WI",,,,,,,,,,,,"99","Dodge","027","Kekoskee village","38900","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000608","0000000024","Kekoskee village","F","+43527633","-088561710","47",2.81
"G550027043050","1990","WI",,,,,,,,,,,,"99","Dodge","027","Lebanon town","43050","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092776","0000000498","Lebanon town","A","+43241043","-088593205","43",3.02
"G550027043650","1990","WI",,,,,,,,,,,,"99","Dodge","027","Leroy town","43650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094689","0000002138","Leroy town","A","+43592428","-088592897","43",3.05
"G550027045475","1990","WI",,,,,,,,,,,,"99","Dodge","027","Lomira village","45475","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003664","0000000000","Lomira village","F","+43588856","-088444716","47",2.74
"G550027045500","1990","WI",,,,,,,,,,,,"99","Dodge","027","Lomira town","45500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090783","0000000000","Lomira town","A","+43594528","-088465332","43",3.05
"G550027045950","1990","WI",,,,,,,,,,,,"99","Dodge","027","Lowell village","45950","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002575","0000000087","Lowell village","F","+43337812","-088820933","47",2.73
"G550027045975","1990","WI",,,,,,,,,,,,"99","Dodge","027","Lowell town","45975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000133345","0000001158","Lowell town","A","+43329660","-088838866","43",2.88
"G550027050200","1990","WI",,,,,,,,,,,,"99","Dodge","027","Mayville city","50200","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000007169","0000000003","Mayville city","F","+43498216","-088546220","25",2.66
"G550027056075","1990","WI",,,,,,,,,,,,"99","Dodge","027","Neosho village","56075","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001548","0000000088","Neosho village","F","+43309733","-088517841","47",2.99
"G550027059000","1990","WI",,,,,,,,,,,,"99","Dodge","027","Oak Grove town","59000","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088981","0000000325","Oak Grove town","A","+43427173","-088699894","43",2.91
"G550027064375","1990","WI",,,,,,,,,,,,"99","Dodge","027","Portland town","64375","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091509","0000000922","Portland town","A","+43239683","-088952532","43",3.06
"G550027066150","1990","WI",,,,,,,,,,,,"99","Dodge","027","Randolph village","66150","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001740","0000000000","Randolph village","F","+43537714","-088999757","47",2.49
"G550027066900","1990","WI",,,,,,,,,,,,"99","Dodge","027","Reeseville village","66900","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001478","0000000000","Reeseville village","F","+43305904","-088845104","47",2.65
"G550027069962","1990","WI",,,,,,,,,,,,"99","Dodge","027","Rubicon town","69962","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089429","0000001064","Rubicon town","A","+43332792","-088473632","43",3.30
"G550027073575","1990","WI",,,,,,,,,,,,"99","Dodge","027","Shields town","73575","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000068661","0000001163","Shields town","A","+43234118","-088817207","43",3.09
"G550027079375","1990","WI",,,,,,,,,,,,"99","Dodge","027","Theresa village","79375","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001587","0000000056","Theresa village","F","+43517824","-088452732","47",2.71
"G550027079425","1990","WI",,,,,,,,,,,,"99","Dodge","027","Theresa town","79425","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091413","0000001232","Theresa town","A","+43498928","-088464942","43",3.29
"G550027080525","1990","WI",,,,,,,,,,,,"99","Dodge","027","Trenton town","80525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000139507","0000001350","Trenton town","A","+43567319","-088831001","43",3.18
"G550027083975","1990","WI",,,,,,,,,,,,"99","Dodge","027","Watertown city","83975","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000009064","0000000414","Watertown city","F","+43207460","-088725284","25",2.70
"G550027084425","1990","WI",,,,,,,,,,,,"99","Dodge","027","Waupun city","84425","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004671","0000000000","Waupun city","F","+43625482","-088734195","25",2.44
"G550027085650","1990","WI",,,,,,,,,,,,"99","Dodge","027","Westford town","85650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000078537","0000012001","Westford town","A","+43488134","-088940210","43",2.83
"G550027087225","1990","WI",,,,,,,,,,,,"99","Dodge","027","Williamstown town","87225","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000086094","0000001749","Williamstown town","A","+43501809","-088585791","43",3.10
"G550029004325","1990","WI",,,,,,,,,,,,"99","Door","029","Baileys Harbor town","04325","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000076477","0000101635","Baileys Harbor town","A","+45063491","-087094756","43",2.34
"G550029010700","1990","WI",,,,,,,,,,,,"99","Door","029","Brussels town","10700","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093618","0000000000","Brussels town","A","+44708464","-087580804","43",2.93
"G550029015025","1990","WI",,,,,,,,,,,,"99","Door","029","Claybanks town","15025","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000038553","0000083408","Claybanks town","A","+44757519","-087325224","43",2.65
"G550029022850","1990","WI",,,,,,,,,,,,"99","Door","029","Egg Harbor village","22850","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004762","0000000000","Egg Harbor village","F","+45045820","-087291210","47",2.08
"G550029022875","1990","WI",,,,,,,,,,,,"99","Door","029","Egg Harbor town","22875","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094935","0000171879","Egg Harbor town","A","+44993935","-087354010","43",2.84
"G550029024150","1990","WI",,,,,,,,,,,,"99","Door","029","Ephraim village","24150","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000010095","0000000000","Ephraim village","F","+45157654","-087166260","47",2.14
"G550029026625","1990","WI",,,,,,,,,,,,"99","Door","029","Forestville village","26625","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001347","0000000000","Forestville village","F","+44690929","-087478337","47",2.58
"G550029026650","1990","WI",,,,,,,,,,,,"99","Door","029","Forestville town","26650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091660","0000000374","Forestville town","A","+44715317","-087468980","43",2.99
"G550029028300","1990","WI",,,,,,,,,,,,"99","Door","029","Gardner town","28300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088819","0000205254","Gardner town","A","+44847311","-087587024","43",2.65
"G550029028950","1990","WI",,,,,,,,,,,,"99","Door","029","Gibraltar town","28950","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087676","0000304599","Gibraltar town","A","+45159110","-087265532","43",2.46
"G550029037750","1990","WI",,,,,,,,,,,,"99","Door","029","Jacksonport town","37750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000075215","0000075783","Jacksonport town","A","+44985035","-087177623","43",2.68
"G550029043925","1990","WI",,,,,,,,,,,,"99","Door","029","Liberty Grove town","43925","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000138783","0000354681","Liberty Grove town","A","+45262388","-087059348","43",2.41
"G550029055500","1990","WI",,,,,,,,,,,,"99","Door","029","Nasewaupee town","55500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000111601","0000072672","Nasewaupee town","A","+44849947","-087464023","43",2.57
"G550029072600","1990","WI",,,,,,,,,,,,"99","Door","029","Sevastopol town","72600","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000134319","0000098948","Sevastopol town","A","+44889580","-087265364","43",2.76
"G550029074225","1990","WI",,,,,,,,,,,,"99","Door","029","Sister Bay village","74225","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000006692","0000001198","Sister Bay village","F","+45186888","-087127451","47",2.13
"G550029077875","1990","WI",,,,,,,,,,,,"99","Door","029","Sturgeon Bay city","77875","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000024779","0000004382","Sturgeon Bay city","F","+44821635","-087368287","25",2.38
"G550029077900","1990","WI",,,,,,,,,,,,"99","Door","029","Sturgeon Bay town","77900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000050123","0000041082","Sturgeon Bay town","A","+44809297","-087290413","43",2.67
"G550029081525","1990","WI",,,,,,,,,,,,"99","Door","029","Union town","81525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000054844","0000038160","Union town","A","+44726025","-087700153","43",2.85
"G550029083600","1990","WI",,,,,,,,,,,,"99","Door","029","Washington town","83600","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000066019","0000256343","Washington town","A","+45385799","-086925840","43",2.24
"G550031001825","1990","WI",,,,,,,,,,,,"99","Douglas","031","Amnicon town","01825","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000101220","0000000040","Amnicon town","A","+46589434","-091853557","43",2.96
"G550031006775","1990","WI",,,,,,,,,,,,"99","Douglas","031","Bennett town","06775","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000123104","0000002004","Bennett town","A","+46440969","-091824411","43",2.84
"G550031010575","1990","WI",,,,,,,,,,,,"99","Douglas","031","Brule town","10575","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000144297","0000000456","Brule town","A","+46590333","-091605139","43",2.41
"G550031015825","1990","WI",,,,,,,,,,,,"99","Douglas","031","Cloverland town","15825","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000119650","0000000000","Cloverland town","A","+46699618","-091628826","43",2.65
"G550031018425","1990","WI",,,,,,,,,,,,"99","Douglas","031","Dairyland town","18425","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000363167","0000001556","Dairyland town","A","+46247826","-092167502","43",2.55
"G550031029925","1990","WI",,,,,,,,,,,,"99","Douglas","031","Gordon town","29925","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000393078","0000014620","Gordon town","A","+46295191","-091826691","43",2.29
"G550031033350","1990","WI",,,,,,,,,,,,"99","Douglas","031","Hawthorne town","33350","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000118143","0000001408","Hawthorne town","A","+46512376","-091834535","43",2.92
"G550031034425","1990","WI",,,,,,,,,,,,"99","Douglas","031","Highland town","34425","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000198144","0000004031","Highland town","A","+46421218","-091629187","43",2.30
"G550031041725","1990","WI",,,,,,,,,,,,"99","Douglas","031","Lake Nebagamon village","41725","C5","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000032779","0000004378","Lake Nebagamon village","F","+46507797","-091694504","47",2.65
"G550031041800","1990","WI",,,,,,,,,,,,"99","Douglas","031","Lakeside town","41800","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000103250","0000000084","Lakeside town","A","+46660460","-091821589","43",2.80
"G550031048725","1990","WI",,,,,,,,,,,,"99","Douglas","031","Maple town","48725","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000083117","0000000000","Maple town","A","+46604906","-091697067","43",2.66
"G550031059100","1990","WI",,,,,,,,,,,,"99","Douglas","031","Oakland town","59100","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000165563","0000002721","Oakland town","A","+46494184","-091989974","43",2.86
"G550031059800","1990","WI",,,,,,,,,,,,"99","Douglas","031","Oliver village","59800","C5","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000005303","0000000045","Oliver village","F","+46649900","-092189949","47",2.94
"G550031061250","1990","WI",,,,,,,,,,,,"99","Douglas","031","Parkland town","61250","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000091962","0000000000","Parkland town","A","+46619898","-091987384","43",2.81
"G550031063975","1990","WI",,,,,,,,,,,,"99","Douglas","031","Poplar village","63975","C5","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000030886","0000000033","Poplar village","F","+46581927","-091787804","47",2.77
"G550031074575","1990","WI",,,,,,,,,,,,"99","Douglas","031","Solon Springs village","74575","C5","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000004138","0000001818","Solon Springs village","F","+46349447","-091819997","47",2.30
